"Date,Time,ms,LEVEL,TEMPERATURE"
"9/12/2018,10:00:00 am,0,0.793,20.30"
"9/12/2018,11:00:00 am,0,0.886,20.30"
"9/12/2018,12:00:00 pm,0,0.889,20.50"
"9/12/2018,01:00:00 pm,0,0.883,20.60"
"9/12/2018,02:00:00 pm,0,0.869,20.90"
"9/12/2018,03:00:00 pm,0,0.876,21.00"
"9/12/2018,04:00:00 pm,0,0.877,21.10"
"9/12/2018,05:00:00 pm,0,0.881,21.20"
"9/12/2018,06:00:00 pm,0,0.873,21.00"
"9/12/2018,07:00:00 pm,0,0.861,20.80"
"9/12/2018,08:00:00 pm,0,0.879,20.50"
"9/12/2018,09:00:00 pm,0,0.883,20.50"
"9/12/2018,10:00:00 pm,0,0.878,20.30"
"9/12/2018,11:00:00 pm,0,0.878,20.30"
"9/13/2018,12:00:00 am,0,0.877,20.20"
"9/13/2018,01:00:00 am,0,0.879,20.20"
"9/13/2018,02:00:00 am,0,0.881,20.20"
"9/13/2018,03:00:00 am,0,0.876,20.10"
"9/13/2018,04:00:00 am,0,0.881,20.10"
"9/13/2018,05:00:00 am,0,0.881,20.00"
"9/13/2018,06:00:00 am,0,0.880,20.10"
"9/13/2018,07:00:00 am,0,0.878,20.00"
"9/13/2018,08:00:00 am,0,0.877,19.90"
"9/13/2018,09:00:00 am,0,0.874,20.00"
"9/13/2018,10:00:00 am,0,0.876,20.00"
"9/13/2018,11:00:00 am,0,0.876,20.20"
"9/13/2018,12:00:00 pm,0,0.871,20.40"
"9/13/2018,01:00:00 pm,0,0.873,20.60"
"9/13/2018,02:00:00 pm,0,0.872,20.90"
"9/13/2018,03:00:00 pm,0,0.889,21.10"
"9/13/2018,04:00:00 pm,0,0.874,21.20"
"9/13/2018,05:00:00 pm,0,0.873,21.10"
"9/13/2018,06:00:00 pm,0,0.882,21.00"
"9/13/2018,07:00:00 pm,0,0.882,20.70"
"9/13/2018,08:00:00 pm,0,0.879,20.50"
"9/13/2018,09:00:00 pm,0,0.886,20.40"
"9/13/2018,10:00:00 pm,0,0.884,20.10"
"9/13/2018,11:00:00 pm,0,0.882,20.20"
"9/14/2018,12:00:00 am,0,0.880,20.10"
"9/14/2018,01:00:00 am,0,0.884,20.10"
"9/14/2018,02:00:00 am,0,0.884,20.10"
"9/14/2018,03:00:00 am,0,0.882,20.00"
"9/14/2018,04:00:00 am,0,0.887,20.10"
"9/14/2018,05:00:00 am,0,0.885,19.90"
"9/14/2018,06:00:00 am,0,0.886,20.00"
"9/14/2018,07:00:00 am,0,0.889,19.90"
"9/14/2018,08:00:00 am,0,0.892,19.70"
"9/14/2018,09:00:00 am,0,0.892,17.60"
"9/14/2018,10:00:00 am,0,0.896,19.40"
"9/14/2018,11:00:00 am,0,0.898,19.70"
"9/14/2018,12:00:00 pm,0,0.895,20.10"
"9/14/2018,01:00:00 pm,0,0.892,20.30"
"9/14/2018,02:00:00 pm,0,0.892,20.50"
"9/14/2018,03:00:00 pm,0,0.892,20.70"
"9/14/2018,04:00:00 pm,0,0.889,20.80"
"9/14/2018,05:00:00 pm,0,0.892,20.70"
"9/14/2018,06:00:00 pm,0,0.893,20.70"
"9/14/2018,07:00:00 pm,0,0.898,20.50"
"9/14/2018,08:00:00 pm,0,0.903,20.20"
"9/14/2018,09:00:00 pm,0,0.894,20.20"
"9/14/2018,10:00:00 pm,0,0.902,20.00"
"9/14/2018,11:00:00 pm,0,0.905,20.10"
"9/15/2018,12:00:00 am,0,0.898,20.10"
"9/15/2018,01:00:00 am,0,0.893,19.90"
"9/15/2018,02:00:00 am,0,0.900,19.90"
"9/15/2018,03:00:00 am,0,0.905,19.70"
"9/15/2018,04:00:00 am,0,0.896,19.70"
"9/15/2018,05:00:00 am,0,0.899,19.80"
"9/15/2018,06:00:00 am,0,0.903,19.70"
"9/15/2018,07:00:00 am,0,0.899,19.70"
"9/15/2018,08:00:00 am,0,0.903,19.80"
"9/15/2018,09:00:00 am,0,0.901,20.00"
"9/15/2018,10:00:00 am,0,0.898,20.00"
"9/15/2018,11:00:00 am,0,0.906,20.10"
"9/15/2018,12:00:00 pm,0,0.901,20.10"
"9/15/2018,01:00:00 pm,0,0.898,20.20"
"9/15/2018,02:00:00 pm,0,0.895,20.20"
"9/15/2018,03:00:00 pm,0,0.893,20.30"
"9/15/2018,04:00:00 pm,0,0.900,20.30"
"9/15/2018,05:00:00 pm,0,0.903,20.20"
"9/15/2018,06:00:00 pm,0,0.905,20.00"
"9/15/2018,07:00:00 pm,0,0.901,19.80"
"9/15/2018,08:00:00 pm,0,0.898,19.80"
"9/15/2018,09:00:00 pm,0,0.906,19.70"
"9/15/2018,10:00:00 pm,0,0.896,19.70"
"9/15/2018,11:00:00 pm,0,0.899,19.60"
"9/16/2018,12:00:00 am,0,0.899,19.60"
"9/16/2018,01:00:00 am,0,0.906,19.70"
"9/16/2018,02:00:00 am,0,0.891,19.60"
"9/16/2018,03:00:00 am,0,0.897,19.50"
"9/16/2018,04:00:00 am,0,0.898,19.60"
"9/16/2018,05:00:00 am,0,0.896,19.60"
"9/16/2018,06:00:00 am,0,0.898,19.50"
"9/16/2018,07:00:00 am,0,0.908,19.50"
"9/16/2018,08:00:00 am,0,0.904,19.40"
"9/16/2018,09:00:00 am,0,0.911,19.50"
"9/16/2018,10:00:00 am,0,0.903,19.40"
"9/16/2018,11:00:00 am,0,0.911,19.50"
"9/16/2018,12:00:00 pm,0,0.913,19.60"
"9/16/2018,01:00:00 pm,0,0.912,19.90"
"9/16/2018,02:00:00 pm,0,0.919,20.20"
"9/16/2018,03:00:00 pm,0,0.915,20.20"
"9/16/2018,04:00:00 pm,0,0.894,20.30"
"9/16/2018,05:00:00 pm,0,0.908,20.20"
"9/16/2018,06:00:00 pm,0,0.912,20.10"
"9/16/2018,07:00:00 pm,0,0.907,19.80"
"9/16/2018,08:00:00 pm,0,0.901,19.60"
"9/16/2018,09:00:00 pm,0,0.912,19.30"
"9/16/2018,10:00:00 pm,0,0.916,19.30"
"9/16/2018,11:00:00 pm,0,0.906,19.40"
"9/17/2018,12:00:00 am,0,0.905,19.40"
"9/17/2018,01:00:00 am,0,0.911,19.40"
"9/17/2018,02:00:00 am,0,0.908,19.30"
"9/17/2018,03:00:00 am,0,0.904,19.40"
"9/17/2018,04:00:00 am,0,0.902,19.30"
"9/17/2018,05:00:00 am,0,0.907,19.20"
"9/17/2018,06:00:00 am,0,0.908,19.20"
"9/17/2018,07:00:00 am,0,0.902,19.10"
"9/17/2018,08:00:00 am,0,0.906,19.20"
"9/17/2018,09:00:00 am,0,0.898,19.30"
"9/17/2018,10:00:00 am,0,0.907,19.40"
"9/17/2018,11:00:00 am,0,0.901,19.40"
"9/17/2018,12:00:00 pm,0,0.895,19.60"
"9/17/2018,01:00:00 pm,0,0.907,19.90"
"9/17/2018,02:00:00 pm,0,0.900,20.20"
"9/17/2018,03:00:00 pm,0,0.902,20.00"
"9/17/2018,04:00:00 pm,0,0.901,20.10"
"9/17/2018,05:00:00 pm,0,0.905,20.10"
"9/17/2018,06:00:00 pm,0,0.909,19.90"
"9/17/2018,07:00:00 pm,0,0.904,19.70"
"9/17/2018,08:00:00 pm,0,0.905,19.50"
"9/17/2018,09:00:00 pm,0,0.907,19.30"
"9/17/2018,10:00:00 pm,0,0.909,19.20"
"9/17/2018,11:00:00 pm,0,0.906,19.10"
"9/18/2018,12:00:00 am,0,0.906,19.00"
"9/18/2018,01:00:00 am,0,0.908,18.80"
"9/18/2018,02:00:00 am,0,0.904,18.80"
"9/18/2018,03:00:00 am,0,0.908,18.80"
"9/18/2018,04:00:00 am,0,0.910,18.80"
"9/18/2018,05:00:00 am,0,0.908,18.90"
"9/18/2018,06:00:00 am,0,0.906,19.10"
"9/18/2018,07:00:00 am,0,0.908,19.10"
"9/18/2018,08:00:00 am,0,0.913,19.10"
"9/18/2018,09:00:00 am,0,0.913,19.10"
"9/18/2018,10:00:00 am,0,0.910,19.10"
"9/18/2018,11:00:00 am,0,0.909,19.30"
"9/18/2018,12:00:00 pm,0,0.905,19.40"
"9/18/2018,01:00:00 pm,0,0.907,19.60"
"9/18/2018,02:00:00 pm,0,0.904,19.80"
"9/18/2018,03:00:00 pm,0,0.903,19.90"
"9/18/2018,04:00:00 pm,0,0.900,19.80"
"9/18/2018,05:00:00 pm,0,0.900,19.70"
"9/18/2018,06:00:00 pm,0,0.903,19.60"
"9/18/2018,07:00:00 pm,0,0.902,19.40"
"9/18/2018,08:00:00 pm,0,0.903,19.30"
"9/18/2018,09:00:00 pm,0,0.906,19.10"
"9/18/2018,10:00:00 pm,0,0.904,18.80"
"9/18/2018,11:00:00 pm,0,0.904,18.80"
"9/19/2018,12:00:00 am,0,0.904,18.70"
"9/19/2018,01:00:00 am,0,0.907,19.00"
