"Date,Time,ms,LEVEL,TEMPERATURE"
"9/11/2018,02:49:00 pm,0,0.023,19.20"
"9/11/2018,03:49:00 pm,0,0.030,20.00"
"9/11/2018,04:49:00 pm,0,0.012,19.40"
"9/11/2018,05:49:00 pm,0,0.012,19.70"
"9/11/2018,06:49:00 pm,0,0.011,20.90"
"9/11/2018,07:49:00 pm,0,-0.003,20.30"
"9/11/2018,08:49:00 pm,0,0.011,19.20"
"9/11/2018,09:49:00 pm,0,0.012,18.80"
"9/11/2018,10:49:00 pm,0,0.009,18.10"
"9/11/2018,11:49:00 pm,0,0.008,17.30"
"9/12/2018,12:49:00 am,0,0.010,16.50"
"9/12/2018,01:49:00 am,0,0.008,15.80"
"9/12/2018,02:49:00 am,0,0.007,15.20"
"9/12/2018,03:49:00 am,0,0.008,14.40"
"9/12/2018,04:49:00 am,0,0.006,13.70"
"9/12/2018,05:49:00 am,0,0.004,13.10"
"9/12/2018,06:49:00 am,0,0.005,12.90"
"9/12/2018,07:49:00 am,0,0.005,12.70"
"9/12/2018,08:49:00 am,0,0.003,13.10"
"9/12/2018,09:49:00 am,0,-0.018,15.50"
"9/12/2018,10:49:00 am,0,0.210,19.70"
"9/12/2018,11:49:00 am,0,0.217,19.80"
"9/12/2018,12:49:00 pm,0,0.219,20.10"
"9/12/2018,01:49:00 pm,0,0.220,20.30"
"9/12/2018,02:49:00 pm,0,0.222,20.50"
"9/12/2018,03:49:00 pm,0,0.222,20.60"
"9/12/2018,04:49:00 pm,0,0.221,20.50"
"9/12/2018,05:49:00 pm,0,0.220,20.40"
"9/12/2018,06:49:00 pm,0,0.216,20.10"
"9/12/2018,07:49:00 pm,0,0.216,19.80"
"9/12/2018,08:49:00 pm,0,0.215,19.50"
"9/12/2018,09:49:00 pm,0,0.215,19.20"
"9/12/2018,10:49:00 pm,0,0.217,19.10"
"9/12/2018,11:49:00 pm,0,0.215,18.90"
"9/13/2018,12:49:00 am,0,0.213,18.80"
"9/13/2018,01:49:00 am,0,0.215,18.60"
"9/13/2018,02:49:00 am,0,0.213,18.40"
"9/13/2018,03:49:00 am,0,0.214,18.30"
"9/13/2018,04:49:00 am,0,0.215,18.30"
"9/13/2018,05:49:00 am,0,0.214,18.20"
"9/13/2018,06:49:00 am,0,0.214,18.20"
"9/13/2018,07:49:00 am,0,0.214,18.20"
"9/13/2018,08:49:00 am,0,0.213,18.40"
"9/13/2018,09:49:00 am,0,0.216,18.90"
"9/13/2018,10:49:00 am,0,0.217,19.30"
"9/13/2018,11:49:00 am,0,0.218,19.80"
"9/13/2018,12:49:00 pm,0,0.221,20.10"
"9/13/2018,01:49:00 pm,0,0.218,20.40"
"9/13/2018,02:49:00 pm,0,0.216,20.60"
"9/13/2018,03:49:00 pm,0,0.216,20.70"
"9/13/2018,04:49:00 pm,0,0.215,20.80"
"9/13/2018,05:49:00 pm,0,0.212,20.60"
"9/13/2018,06:49:00 pm,0,0.209,20.20"
"9/13/2018,07:49:00 pm,0,0.212,20.00"
