Date,Time,ms,LEVEL,TEMPERATURE,DateTime
4/18/17,10:00:00,0,-0.008,21.7,42843.42
4/18/17,10:15:00,0,0.63,21.7,42843.43
4/18/17,10:30:00,0,0.633,21.8,42843.44
4/18/17,10:45:00,0,0.631,21.9,42843.45
4/18/17,11:00:00,0,0.63,22,42843.46
4/18/17,11:15:00,0,0.63,22.1,42843.47
4/18/17,11:30:00,0,0.633,22.2,42843.48
4/18/17,11:45:00,0,0.631,22.2,42843.49
4/18/17,12:00:00,0,0.632,22.2,42843.5
4/18/17,12:15:00,0,0.633,22.2,42843.51
4/18/17,12:30:00,0,0.632,22.3,42843.52
4/18/17,12:45:00,0,0.63,22.3,42843.53
4/18/17,13:00:00,0,0.635,22.3,42843.54
4/18/17,13:15:00,0,0.637,22.4,42843.55
4/18/17,13:30:00,0,0.64,22.4,42843.56
4/18/17,13:45:00,0,0.634,22.5,42843.57
4/18/17,14:00:00,0,0.635,22.4,42843.58
4/18/17,14:15:00,0,0.633,22.5,42843.59
4/18/17,14:30:00,0,0.633,22.4,42843.6
4/18/17,14:45:00,0,0.629,22.4,42843.61
4/18/17,15:00:00,0,0.631,22.5,42843.63
4/18/17,15:15:00,0,0.633,22.5,42843.64
4/18/17,15:30:00,0,0.635,22.5,42843.65
4/18/17,15:45:00,0,0.632,22.6,42843.66
4/18/17,16:00:00,0,0.631,22.6,42843.67
4/18/17,16:15:00,0,0.633,22.6,42843.68
4/18/17,16:30:00,0,0.631,22.6,42843.69
4/18/17,16:45:00,0,0.631,22.6,42843.7
4/18/17,17:00:00,0,0.631,22.6,42843.71
4/18/17,17:15:00,0,0.634,22.6,42843.72
4/18/17,17:30:00,0,0.632,22.6,42843.73
4/18/17,17:45:00,0,0.63,22.5,42843.74
4/18/17,18:00:00,0,0.632,22.5,42843.75
4/18/17,18:15:00,0,0.63,22.5,42843.76
4/18/17,18:30:00,0,0.629,22.5,42843.77
4/18/17,18:45:00,0,0.63,22.5,42843.78
4/18/17,19:00:00,0,0.632,22.5,42843.79
4/18/17,19:15:00,0,0.632,22.5,42843.8
4/18/17,19:30:00,0,0.631,22.4,42843.81
