"Date,Time,ms,LEVEL,TEMPERATURE"
"9/12/2018,10:00:00 am,0,-0.017,18.10"
"9/12/2018,11:00:00 am,0,-0.008,19.90"
"9/12/2018,12:00:00 pm,0,-0.014,18.90"
"9/12/2018,01:00:00 pm,0,-0.011,19.70"
"9/12/2018,02:00:00 pm,0,-0.004,21.30"
"9/12/2018,03:00:00 pm,0,0.264,20.20"
"9/12/2018,04:00:00 pm,0,0.268,20.30"
"9/12/2018,05:00:00 pm,0,0.266,20.20"
"9/12/2018,06:00:00 pm,0,0.267,20.10"
"9/12/2018,07:00:00 pm,0,0.264,19.80"
"9/12/2018,08:00:00 pm,0,0.267,19.20"
"9/12/2018,09:00:00 pm,0,0.265,19.20"
"9/12/2018,10:00:00 pm,0,0.266,19.20"
"9/12/2018,11:00:00 pm,0,0.266,19.10"
"9/13/2018,12:00:00 am,0,0.265,19.00"
"9/13/2018,01:00:00 am,0,0.267,19.00"
"9/13/2018,02:00:00 am,0,0.266,18.80"
"9/13/2018,03:00:00 am,0,0.267,18.70"
"9/13/2018,04:00:00 am,0,0.266,18.60"
"9/13/2018,05:00:00 am,0,0.269,18.60"
"9/13/2018,06:00:00 am,0,0.268,18.60"
"9/13/2018,07:00:00 am,0,0.269,18.60"
"9/13/2018,08:00:00 am,0,0.268,18.60"
"9/13/2018,09:00:00 am,0,0.268,18.80"
"9/13/2018,10:00:00 am,0,0.267,18.80"
"9/13/2018,11:00:00 am,0,0.266,19.00"
"9/13/2018,12:00:00 pm,0,0.271,18.80"
"9/13/2018,01:00:00 pm,0,0.273,19.30"
"9/13/2018,02:00:00 pm,0,0.275,19.90"
"9/13/2018,03:00:00 pm,0,0.274,19.90"
"9/13/2018,04:00:00 pm,0,0.271,19.80"
"9/13/2018,05:00:00 pm,0,0.273,19.90"
"9/13/2018,06:00:00 pm,0,0.273,19.70"
"9/13/2018,07:00:00 pm,0,0.270,19.50"
"9/13/2018,08:00:00 pm,0,0.270,19.20"
"9/13/2018,09:00:00 pm,0,0.271,19.00"
"9/13/2018,10:00:00 pm,0,0.269,18.90"
"9/13/2018,11:00:00 pm,0,0.270,18.90"
"9/14/2018,12:00:00 am,0,0.273,18.80"
"9/14/2018,01:00:00 am,0,0.275,18.70"
"9/14/2018,02:00:00 am,0,0.275,18.60"
"9/14/2018,03:00:00 am,0,0.279,18.70"
"9/14/2018,04:00:00 am,0,0.278,18.50"
"9/14/2018,05:00:00 am,0,0.279,18.50"
"9/14/2018,06:00:00 am,0,0.277,18.40"
"9/14/2018,07:00:00 am,0,0.277,18.30"
"9/14/2018,08:00:00 am,0,0.280,18.30"
"9/14/2018,09:00:00 am,0,0.286,18.20"
"9/14/2018,10:00:00 am,0,0.286,18.40"
"9/14/2018,11:00:00 am,0,0.286,18.20"
"9/14/2018,12:00:00 pm,0,0.289,18.50"
"9/14/2018,01:00:00 pm,0,0.289,18.90"
"9/14/2018,02:00:00 pm,0,0.292,19.50"
"9/14/2018,03:00:00 pm,0,0.292,19.60"
"9/14/2018,04:00:00 pm,0,0.292,19.70"
"9/14/2018,05:00:00 pm,0,0.292,19.70"
"9/14/2018,06:00:00 pm,0,0.293,19.60"
"9/14/2018,07:00:00 pm,0,0.292,19.30"
"9/14/2018,08:00:00 pm,0,0.291,19.00"
"9/14/2018,09:00:00 pm,0,0.290,18.80"
"9/14/2018,10:00:00 pm,0,0.290,18.70"
