"Date,Time,ms,LEVEL,TEMPERATURE"
"9/12/2018,10:00:00 am,0,-0.005,17.90"
"9/12/2018,11:00:00 am,0,-0.002,19.00"
"9/12/2018,12:00:00 pm,0,-0.005,18.40"
"9/12/2018,01:00:00 pm,0,0.005,22.90"
"9/12/2018,02:00:00 pm,0,0.308,19.50"
"9/12/2018,03:00:00 pm,0,0.315,19.80"
"9/12/2018,04:00:00 pm,0,0.319,20.10"
"9/12/2018,05:00:00 pm,0,0.320,20.00"
"9/12/2018,06:00:00 pm,0,0.318,19.80"
"9/12/2018,07:00:00 pm,0,0.318,19.60"
"9/12/2018,08:00:00 pm,0,0.318,19.50"
"9/12/2018,09:00:00 pm,0,0.316,19.30"
"9/12/2018,10:00:00 pm,0,0.317,19.30"
"9/12/2018,11:00:00 pm,0,0.317,19.20"
"9/13/2018,12:00:00 am,0,0.319,19.20"
"9/13/2018,01:00:00 am,0,0.318,19.10"
"9/13/2018,02:00:00 am,0,0.317,19.00"
"9/13/2018,03:00:00 am,0,0.318,19.00"
"9/13/2018,04:00:00 am,0,0.317,18.80"
"9/13/2018,05:00:00 am,0,0.317,18.90"
"9/13/2018,06:00:00 am,0,0.316,18.90"
"9/13/2018,07:00:00 am,0,0.317,18.80"
"9/13/2018,08:00:00 am,0,0.316,18.90"
"9/13/2018,09:00:00 am,0,0.316,18.90"
"9/13/2018,10:00:00 am,0,0.315,18.90"
"9/13/2018,11:00:00 am,0,0.314,19.10"
"9/13/2018,12:00:00 pm,0,0.316,19.10"
"9/13/2018,01:00:00 pm,0,0.321,19.20"
"9/13/2018,02:00:00 pm,0,0.320,19.30"
"9/13/2018,03:00:00 pm,0,0.319,19.60"
"9/13/2018,04:00:00 pm,0,0.319,19.60"
"9/13/2018,05:00:00 pm,0,0.324,19.60"
"9/13/2018,06:00:00 pm,0,0.321,19.50"
"9/13/2018,07:00:00 pm,0,0.321,19.40"
"9/13/2018,08:00:00 pm,0,0.318,19.30"
"9/13/2018,09:00:00 pm,0,0.322,19.20"
"9/13/2018,10:00:00 pm,0,0.320,19.20"
"9/13/2018,11:00:00 pm,0,0.321,19.10"
"9/14/2018,12:00:00 am,0,0.324,18.90"
"9/14/2018,01:00:00 am,0,0.326,18.80"
"9/14/2018,02:00:00 am,0,0.329,18.70"
"9/14/2018,03:00:00 am,0,0.336,18.50"
"9/14/2018,04:00:00 am,0,0.341,18.30"
"9/14/2018,05:00:00 am,0,0.342,18.70"
"9/14/2018,06:00:00 am,0,0.343,18.70"
"9/14/2018,07:00:00 am,0,0.343,18.70"
"9/14/2018,08:00:00 am,0,0.346,18.30"
"9/14/2018,09:00:00 am,0,0.349,18.50"
"9/14/2018,10:00:00 am,0,0.350,18.70"
"9/14/2018,11:00:00 am,0,0.352,18.20"
"9/14/2018,12:00:00 pm,0,0.355,18.60"
"9/14/2018,01:00:00 pm,0,0.355,18.80"
"9/14/2018,02:00:00 pm,0,0.355,18.90"
"9/14/2018,03:00:00 pm,0,0.358,19.10"
"9/14/2018,04:00:00 pm,0,0.355,19.30"
"9/14/2018,05:00:00 pm,0,0.358,19.40"
