"Lake_Name","WBIC","PARAM","Year","Date","Time","Level","Change_in_Level"
"Moose Lake",337600,92014,"2018","09/29/2018","0:00",97.21,0
"Moose Lake",337600,92014,"2018","05/19/2018","0:00",97.12,-0.0274319999999975
"Moose Lake",337600,92014,"2017","10/22/2017","0:00",94.65,-0.780287999999999
"Moose Lake",337600,92014,"2017","06/03/2017","0:00",94.14,-0.935735999999999
"Moose Lake",337600,92014,"2016","08/06/2016","0:00",188.22,27.739848
