"Lake_Name","WBIC","PARAM","Year","Date","Time","Level","Change_in_Level"
"Des Moines Lake",2674200,92014,"2017","10/09/2017","0:00",984.21,0
"Des Moines Lake",2674200,92014,"2017","11/02/2017","0:00",984.22,0.00304800000003524
"Des Moines Lake",2674200,92014,"2017","10/26/2017","0:00",984.27,0.0182879999999841
"Des Moines Lake",2674200,92014,"2017","10/19/2017","0:00",984.33,0.036576000000025
"Des Moines Lake",2674200,92014,"2017","10/12/2017","0:00",984.4,0.0579119999999875
"Des Moines Lake",2674200,92014,"2017","10/05/2017","0:00",984.43,0.0670559999999796
"Des Moines Lake",2674200,92014,"2017","09/28/2017","0:00",984.25,0.0121920000000273
"Des Moines Lake",2674200,92014,"2017","09/21/2017","0:00",984.25,0.0121920000000273
"Des Moines Lake",2674200,92014,"2017","09/14/2017","0:00",984.27,0.0182879999999841
"Des Moines Lake",2674200,92014,"2017","09/07/2017","0:00",984.34,0.0396240000000034
"Des Moines Lake",2674200,92014,"2017","08/31/2017","0:00",984.37,0.0487679999999955
"Des Moines Lake",2674200,92014,"2017","08/25/2017","0:00",984.39,0.0548640000000091
"Des Moines Lake",2674200,92014,"2017","08/17/2017","0:00",984.48,0.0822959999999853
"Des Moines Lake",2674200,92014,"2017","08/11/2017","0:00",984.39,0.0548640000000091
"Des Moines Lake",2674200,92014,"2017","08/07/2017","0:00",984.41,0.0609600000000228
"Des Moines Lake",2674200,92014,"2017","08/01/2017","0:00",984.39,0.0548640000000091
"Des Moines Lake",2674200,92014,"2017","07/20/2017","0:00",984.51,0.0914399999999773
"Des Moines Lake",2674200,92014,"2017","07/13/2017","0:00",984.54,0.100583999999969
"Des Moines Lake",2674200,92014,"2017","07/07/2017","0:00",984.53,0.097535999999991
"Des Moines Lake",2674200,92014,"2017","06/29/2017","0:00",984.51,0.0914399999999773
"Des Moines Lake",2674200,92014,"2017","06/22/2017","0:00",984.47,0.0792480000000069
"Des Moines Lake",2674200,92014,"2017","06/15/2017","0:00",984.55,0.103632000000005
"Des Moines Lake",2674200,92014,"2017","06/08/2017","0:00",984.27,0.0182879999999841
"Des Moines Lake",2674200,92014,"2017","06/01/2017","0:00",984.31,0.0304800000000114
"Des Moines Lake",2674200,92014,"2017","05/25/2017","0:00",984.34,0.0396240000000034
"Des Moines Lake",2674200,92014,"2017","05/18/2017","0:00",984.33,0.036576000000025
"Des Moines Lake",2674200,92014,"2017","05/07/2017","0:00",984.31,0.0304800000000114
"Des Moines Lake",2674200,92014,"2017","04/18/2017","0:00",1966.17,299.301408
