"Lake_Name","WBIC","PARAM","Year","Date","Time","Level","Change_in_Level"
"Deep Lake",102800,92014,"2017","07/06/2017","0:00",97.82,0
"Deep Lake",102800,92014,"2017","06/24/2017","0:00",98.05,0.0701040000000042
"Deep Lake",102800,92014,"2017","06/17/2017","0:00",97.58,-0.0731519999999968
