"Date,Time,ms,LEVEL,TEMPERATURE"
"5/13/2019,06:00:35 pm,0,0.000,27.20"
"5/13/2019,07:00:35 pm,0,0.691,15.30"
"5/13/2019,08:00:35 pm,0,0.693,16.70"
"5/13/2019,09:00:35 pm,0,0.700,16.10"
"5/13/2019,10:00:35 pm,0,0.699,15.60"
"5/13/2019,11:00:35 pm,0,0.702,15.30"
"5/14/2019,12:00:35 am,0,0.705,15.20"
"5/14/2019,01:00:35 am,0,0.705,15.00"
"5/14/2019,02:00:35 am,0,0.706,14.90"
"5/14/2019,03:00:35 am,0,0.707,14.70"
"5/14/2019,04:00:35 am,0,0.709,14.50"
"5/14/2019,05:00:35 am,0,0.703,14.20"
"5/14/2019,06:00:35 am,0,0.705,14.00"
"5/14/2019,07:00:35 am,0,0.703,13.90"
"5/14/2019,08:00:35 am,0,0.698,13.80"
"5/14/2019,09:00:35 am,0,0.695,13.70"
"5/14/2019,10:00:35 am,0,0.695,13.70"
"5/14/2019,11:00:35 am,0,0.703,14.00"
"5/14/2019,12:00:35 pm,0,0.700,14.10"
"5/14/2019,01:00:35 pm,0,0.697,14.30"
"5/14/2019,02:00:35 pm,0,0.696,15.20"
"5/14/2019,03:00:35 pm,0,0.695,16.80"
"5/14/2019,04:00:35 pm,0,0.695,18.30"
"5/14/2019,05:00:35 pm,0,0.691,19.20"
"5/14/2019,06:00:35 pm,0,0.691,19.60"
"5/14/2019,07:00:35 pm,0,0.686,19.30"
"5/14/2019,08:00:35 pm,0,0.689,19.00"
"5/14/2019,09:00:35 pm,0,0.688,18.80"
"5/14/2019,10:00:35 pm,0,0.687,18.50"
"5/14/2019,11:00:35 pm,0,0.689,18.30"
"5/15/2019,12:00:35 am,0,0.687,18.00"
"5/15/2019,01:00:35 am,0,0.687,17.70"
"5/15/2019,02:00:35 am,0,0.688,17.50"
"5/15/2019,03:00:35 am,0,0.688,17.30"
"5/15/2019,04:00:35 am,0,0.690,17.10"
"5/15/2019,05:00:35 am,0,0.691,16.70"
"5/15/2019,06:00:35 am,0,0.692,16.30"
"5/15/2019,07:00:35 am,0,0.689,15.90"
"5/15/2019,08:00:35 am,0,0.686,15.70"
"5/15/2019,09:00:35 am,0,0.695,15.50"
"5/15/2019,10:00:35 am,0,0.698,15.40"
"5/15/2019,11:00:35 am,0,0.694,15.40"
"5/15/2019,12:00:35 pm,0,0.691,15.40"
"5/15/2019,01:00:35 pm,0,0.692,15.70"
"5/15/2019,02:00:35 pm,0,0.693,15.90"
"5/15/2019,03:00:35 pm,0,0.695,17.10"
"5/15/2019,04:00:35 pm,0,0.692,17.50"
"5/15/2019,05:00:35 pm,0,0.693,17.70"
"5/15/2019,06:00:35 pm,0,0.692,18.30"
"5/15/2019,07:00:35 pm,0,0.688,18.20"
"5/15/2019,08:00:35 pm,0,0.686,17.30"
"5/15/2019,09:00:35 pm,0,0.685,17.50"
"5/15/2019,10:00:35 pm,0,0.680,17.10"
"5/15/2019,11:00:35 pm,0,0.682,17.50"
"5/16/2019,12:00:35 am,0,0.682,18.30"
"5/16/2019,01:00:35 am,0,0.680,18.80"
"5/16/2019,02:00:35 am,0,0.681,18.60"
"5/16/2019,03:00:35 am,0,0.680,18.50"
"5/16/2019,04:00:35 am,0,0.679,18.30"
"5/16/2019,05:00:35 am,0,0.681,18.20"
"5/16/2019,06:00:35 am,0,0.679,18.00"
"5/16/2019,07:00:35 am,0,0.678,17.90"
"5/16/2019,08:00:35 am,0,0.682,17.80"
"5/16/2019,09:00:35 am,0,0.682,17.80"
"5/16/2019,10:00:35 am,0,0.682,17.90"
"5/16/2019,11:00:35 am,0,0.685,17.90"
"5/16/2019,12:00:35 pm,0,0.675,17.80"
"5/16/2019,01:00:35 pm,0,0.679,17.70"
"5/16/2019,02:00:35 pm,0,0.683,17.60"
"5/16/2019,03:00:35 pm,0,0.695,17.80"
"5/16/2019,04:00:35 pm,0,0.690,18.10"
"5/16/2019,05:00:35 pm,0,0.696,17.90"
"5/16/2019,06:00:35 pm,0,0.694,18.50"
"5/16/2019,07:00:35 pm,0,0.693,19.00"
"5/16/2019,08:00:35 pm,0,0.695,19.30"
"5/16/2019,09:00:35 pm,0,0.693,19.40"
"5/16/2019,10:00:35 pm,0,0.691,19.30"
"5/16/2019,11:00:35 pm,0,0.686,19.00"
"5/17/2019,12:00:35 am,0,0.688,18.70"
"5/17/2019,01:00:35 am,0,0.687,18.60"
