"Date,Time,ms,LEVEL,TEMPERATURE"
"5/15/2019,09:00:19 am,0,-0.013,20.00"
"5/15/2019,10:00:19 am,0,0.014,19.50"
"5/15/2019,11:00:19 am,0,0.326,18.30"
"5/15/2019,12:00:19 pm,0,0.326,19.60"
"5/15/2019,01:00:19 pm,0,0.309,19.70"
"5/15/2019,02:00:19 pm,0,0.316,20.00"
"5/15/2019,03:00:19 pm,0,0.320,21.20"
"5/15/2019,04:00:19 pm,0,0.314,22.90"
"5/15/2019,05:00:19 pm,0,0.313,24.20"
"5/15/2019,06:00:19 pm,0,0.314,24.70"
"5/15/2019,07:00:19 pm,0,0.315,24.60"
"5/15/2019,08:00:19 pm,0,0.319,23.60"
"5/15/2019,09:00:19 pm,0,0.322,22.60"
"5/15/2019,10:00:19 pm,0,0.311,21.80"
"5/15/2019,11:00:19 pm,0,0.307,21.50"
"5/16/2019,12:00:19 am,0,0.316,21.10"
"5/16/2019,01:00:19 am,0,0.303,20.70"
"5/16/2019,02:00:19 am,0,0.306,20.40"
"5/16/2019,03:00:19 am,0,0.311,20.20"
"5/16/2019,04:00:19 am,0,0.301,20.00"
"5/16/2019,05:00:19 am,0,0.301,19.80"
"5/16/2019,06:00:19 am,0,0.302,19.50"
"5/16/2019,07:00:19 am,0,0.297,19.40"
"5/16/2019,08:00:19 am,0,0.295,19.30"
"5/16/2019,09:00:19 am,0,0.295,19.20"
"5/16/2019,10:00:19 am,0,0.277,19.10"
"5/16/2019,11:00:19 am,0,0.310,19.10"
"5/16/2019,12:00:19 pm,0,0.346,18.90"
"5/16/2019,01:00:19 pm,0,0.281,18.60"
"5/16/2019,02:00:19 pm,0,0.228,18.40"
"5/16/2019,03:00:19 pm,0,0.290,18.20"
"5/16/2019,04:00:19 pm,0,0.349,19.10"
"5/16/2019,05:00:19 pm,0,0.307,20.00"
"5/16/2019,06:00:19 pm,0,0.308,20.00"
"5/16/2019,07:00:19 pm,0,0.320,20.10"
"5/16/2019,08:00:19 pm,0,0.337,20.10"
"5/16/2019,09:00:19 pm,0,0.329,20.10"
"5/16/2019,10:00:19 pm,0,0.338,19.70"
"5/16/2019,11:00:19 pm,0,0.301,19.40"
"5/17/2019,12:00:19 am,0,0.318,19.30"
"5/17/2019,01:00:19 am,0,0.337,19.00"
"5/17/2019,02:00:19 am,0,0.331,18.90"
"5/17/2019,03:00:19 am,0,0.352,18.80"
"5/17/2019,04:00:19 am,0,0.353,18.40"
"5/17/2019,05:00:19 am,0,0.319,17.40"
"5/17/2019,06:00:19 am,0,0.328,17.50"
"5/17/2019,07:00:19 am,0,0.335,17.00"
"5/17/2019,08:00:19 am,0,0.334,16.70"
"5/17/2019,09:00:19 am,0,0.323,16.60"
"5/17/2019,10:00:19 am,0,0.340,16.50"
"5/17/2019,11:00:19 am,0,0.359,16.60"
"5/17/2019,12:00:19 pm,0,0.320,16.50"
"5/17/2019,01:00:19 pm,0,0.330,16.50"
"5/17/2019,02:00:19 pm,0,0.292,16.60"
"5/17/2019,03:00:19 pm,0,0.296,16.80"
"5/17/2019,04:00:19 pm,0,0.321,17.10"
"5/17/2019,05:00:19 pm,0,0.331,17.10"
"5/17/2019,06:00:19 pm,0,0.305,16.90"
"5/17/2019,07:00:19 pm,0,0.319,16.70"
"5/17/2019,08:00:19 pm,0,0.307,16.40"
"5/17/2019,09:00:19 pm,0,0.318,16.40"
"5/17/2019,10:00:19 pm,0,0.306,16.10"
"5/17/2019,11:00:19 pm,0,0.301,16.10"
"5/18/2019,12:00:19 am,0,0.312,16.00"
"5/18/2019,01:00:19 am,0,0.329,16.00"
"5/18/2019,02:00:19 am,0,0.305,16.00"
"5/18/2019,03:00:19 am,0,0.334,15.90"
"5/18/2019,04:00:19 am,0,0.296,15.70"
"5/18/2019,05:00:19 am,0,0.309,15.80"
"5/18/2019,06:00:19 am,0,0.308,15.60"
"5/18/2019,07:00:19 am,0,0.325,15.50"
"5/18/2019,08:00:19 am,0,0.315,15.50"
"5/18/2019,09:00:19 am,0,0.301,15.60"
"5/18/2019,10:00:19 am,0,0.287,15.90"
"5/18/2019,11:00:19 am,0,0.303,16.10"
"5/18/2019,12:00:19 pm,0,0.332,17.10"
"5/18/2019,01:00:19 pm,0,0.315,16.60"
"5/18/2019,02:00:19 pm,0,0.317,16.20"
"5/18/2019,03:00:19 pm,0,0.269,17.30"
"5/18/2019,04:00:19 pm,0,0.265,15.90"
"5/18/2019,05:00:19 pm,0,0.291,16.20"
"5/18/2019,06:00:19 pm,0,0.359,16.50"
"5/18/2019,07:00:19 pm,0,0.326,16.50"
"5/18/2019,08:00:19 pm,0,0.320,16.50"
"5/18/2019,09:00:19 pm,0,0.315,16.30"
"5/18/2019,10:00:19 pm,0,0.323,16.30"
"5/18/2019,11:00:19 pm,0,0.332,16.20"
"5/19/2019,12:00:19 am,0,0.313,16.40"
"5/19/2019,01:00:19 am,0,0.297,16.20"
"5/19/2019,02:00:19 am,0,0.306,16.00"
"5/19/2019,03:00:19 am,0,0.307,15.90"
"5/19/2019,04:00:19 am,0,0.306,15.50"
"5/19/2019,05:00:19 am,0,0.309,15.90"
"5/19/2019,06:00:19 am,0,0.315,15.70"
"5/19/2019,07:00:19 am,0,0.310,15.90"
"5/19/2019,08:00:19 am,0,0.307,16.00"
"5/19/2019,09:00:19 am,0,0.319,16.30"
"5/19/2019,10:00:19 am,0,0.332,16.50"
"5/19/2019,11:00:19 am,0,0.334,16.90"
"5/19/2019,12:00:19 pm,0,0.316,16.90"
"5/19/2019,01:00:19 pm,0,0.332,17.50"
"5/19/2019,02:00:19 pm,0,0.326,18.30"
"5/19/2019,03:00:19 pm,0,0.325,19.00"
"5/19/2019,04:00:19 pm,0,0.360,18.80"
"5/19/2019,05:00:19 pm,0,0.350,19.20"
"5/19/2019,06:00:19 pm,0,0.304,19.20"
"5/19/2019,07:00:19 pm,0,0.416,18.70"
"5/19/2019,08:00:19 pm,0,0.383,18.30"
"5/19/2019,09:00:19 pm,0,0.379,17.50"
"5/19/2019,10:00:19 pm,0,0.351,17.40"
"5/19/2019,11:00:19 pm,0,0.379,16.80"
"5/20/2019,12:00:19 am,0,0.301,16.60"
"5/20/2019,01:00:19 am,0,0.328,16.00"
"5/20/2019,02:00:19 am,0,0.345,15.90"
"5/20/2019,03:00:19 am,0,0.328,15.60"
"5/20/2019,04:00:19 am,0,0.310,15.70"
"5/20/2019,05:00:19 am,0,0.308,15.40"
"5/20/2019,06:00:19 am,0,0.329,15.40"
"5/20/2019,07:00:19 am,0,0.344,15.20"
"5/20/2019,08:00:19 am,0,0.336,15.20"
"5/20/2019,09:00:19 am,0,0.337,14.90"
"5/20/2019,10:00:19 am,0,0.354,15.20"
"5/20/2019,11:00:19 am,0,0.339,15.50"
"5/20/2019,12:00:19 pm,0,0.319,15.60"
"5/20/2019,01:00:19 pm,0,0.335,15.80"
"5/20/2019,02:00:19 pm,0,0.320,16.30"
"5/20/2019,03:00:19 pm,0,0.303,16.40"
"5/20/2019,04:00:19 pm,0,0.330,16.40"
"5/20/2019,05:00:19 pm,0,0.307,16.20"
"5/20/2019,06:00:19 pm,0,0.320,16.30"
"5/20/2019,07:00:19 pm,0,0.338,16.20"
"5/20/2019,08:00:19 pm,0,0.294,16.20"
"5/20/2019,09:00:19 pm,0,0.289,15.80"
"5/20/2019,10:00:19 pm,0,0.332,15.70"
"5/20/2019,11:00:19 pm,0,0.344,15.40"
"5/21/2019,12:00:19 am,0,0.320,15.10"
"5/21/2019,01:00:19 am,0,0.323,15.00"
"5/21/2019,02:00:19 am,0,0.316,14.90"
"5/21/2019,03:00:19 am,0,0.320,14.80"
"5/21/2019,04:00:19 am,0,0.295,14.80"
"5/21/2019,05:00:19 am,0,0.320,14.70"
"5/21/2019,06:00:19 am,0,0.320,14.40"
"5/21/2019,07:00:19 am,0,0.318,14.30"
"5/21/2019,08:00:19 am,0,0.319,14.10"
"5/21/2019,09:00:19 am,0,0.312,14.30"
"5/21/2019,10:00:19 am,0,0.316,14.30"
"5/21/2019,11:00:19 am,0,0.311,14.40"
"5/21/2019,12:00:19 pm,0,0.303,14.40"
"5/21/2019,01:00:19 pm,0,0.301,14.40"
"5/21/2019,02:00:19 pm,0,0.297,14.50"
"5/21/2019,03:00:19 pm,0,0.295,14.40"
"5/21/2019,04:00:19 pm,0,0.284,14.80"
"5/21/2019,05:00:19 pm,0,0.297,14.80"
"5/21/2019,06:00:19 pm,0,0.283,14.80"
"5/21/2019,07:00:19 pm,0,0.273,14.70"
"5/21/2019,08:00:19 pm,0,0.284,14.40"
"5/21/2019,09:00:19 pm,0,0.287,14.20"
"5/21/2019,10:00:19 pm,0,0.279,14.00"
"5/21/2019,11:00:19 pm,0,0.279,13.90"
"5/22/2019,12:00:19 am,0,0.279,13.80"
"5/22/2019,01:00:19 am,0,0.339,13.70"
"5/22/2019,02:00:19 am,0,0.384,13.50"
"5/22/2019,03:00:19 am,0,0.295,13.20"
"5/22/2019,04:00:19 am,0,0.271,13.40"
"5/22/2019,05:00:19 am,0,0.308,13.40"
"5/22/2019,06:00:19 am,0,0.357,13.20"
"5/22/2019,07:00:19 am,0,0.323,13.10"
"5/22/2019,08:00:19 am,0,0.339,13.10"
"5/22/2019,09:00:19 am,0,0.329,13.20"
"5/22/2019,10:00:19 am,0,0.300,13.30"
"5/22/2019,11:00:19 am,0,0.322,13.70"
"5/22/2019,12:00:19 pm,0,0.317,14.20"
"5/22/2019,01:00:19 pm,0,0.332,15.00"
"5/22/2019,02:00:19 pm,0,0.325,15.80"
"5/22/2019,03:00:19 pm,0,0.327,16.70"
"5/22/2019,04:00:19 pm,0,0.328,17.30"
"5/22/2019,05:00:19 pm,0,0.324,17.40"
"5/22/2019,06:00:19 pm,0,0.317,17.50"
"5/22/2019,07:00:19 pm,0,0.315,17.50"
"5/22/2019,08:00:19 pm,0,0.333,17.30"
"5/22/2019,09:00:19 pm,0,0.337,17.70"
"5/22/2019,10:00:19 pm,0,0.331,17.60"
"5/22/2019,11:00:19 pm,0,0.338,17.60"
"5/23/2019,12:00:19 am,0,0.361,17.60"
"5/23/2019,01:00:19 am,0,0.327,17.60"
"5/23/2019,02:00:19 am,0,0.325,17.50"
"5/23/2019,03:00:19 am,0,0.344,17.50"
"5/23/2019,04:00:19 am,0,0.349,17.50"
"5/23/2019,05:00:19 am,0,0.367,17.40"
"5/23/2019,06:00:19 am,0,0.363,16.80"
"5/23/2019,07:00:19 am,0,0.358,16.90"
"5/23/2019,08:00:19 am,0,0.344,17.00"
"5/23/2019,09:00:19 am,0,0.357,17.00"
"5/23/2019,10:00:19 am,0,0.355,17.00"
"5/23/2019,11:00:19 am,0,0.363,17.40"
"5/23/2019,12:00:19 pm,0,0.402,17.70"
"5/23/2019,01:00:19 pm,0,0.359,18.60"
"5/23/2019,02:00:19 pm,0,0.357,19.40"
"5/23/2019,03:00:19 pm,0,0.338,20.10"
"5/23/2019,04:00:19 pm,0,0.329,20.90"
"5/23/2019,05:00:19 pm,0,0.297,21.00"
"5/23/2019,06:00:19 pm,0,0.350,21.40"
"5/23/2019,07:00:19 pm,0,0.343,21.10"
"5/23/2019,08:00:19 pm,0,0.331,20.90"
"5/23/2019,09:00:19 pm,0,0.350,20.30"
"5/23/2019,10:00:19 pm,0,0.351,19.90"
"5/23/2019,11:00:19 pm,0,0.345,19.60"
"5/24/2019,12:00:19 am,0,0.334,19.30"
"5/24/2019,01:00:19 am,0,0.333,19.10"
"5/24/2019,02:00:19 am,0,0.345,19.00"
"5/24/2019,03:00:19 am,0,0.337,18.90"
"5/24/2019,04:00:19 am,0,0.333,18.80"
"5/24/2019,05:00:19 am,0,0.330,18.70"
"5/24/2019,06:00:19 am,0,0.359,18.50"
"5/24/2019,07:00:19 am,0,0.357,18.20"
"5/24/2019,08:00:19 am,0,0.332,18.00"
"5/24/2019,09:00:19 am,0,0.317,18.00"
"5/24/2019,10:00:19 am,0,0.350,18.00"
"5/24/2019,11:00:19 am,0,0.338,18.10"
"5/24/2019,12:00:19 pm,0,0.354,18.10"
"5/24/2019,01:00:19 pm,0,0.389,17.80"
"5/24/2019,02:00:19 pm,0,0.320,17.90"
"5/24/2019,03:00:19 pm,0,0.325,18.00"
"5/24/2019,04:00:19 pm,0,0.340,18.10"
"5/24/2019,05:00:19 pm,0,0.353,18.20"
"5/24/2019,06:00:19 pm,0,0.322,18.00"
"5/24/2019,07:00:19 pm,0,0.346,18.00"
"5/24/2019,08:00:19 pm,0,0.344,18.00"
"5/24/2019,09:00:19 pm,0,0.356,18.10"
"5/24/2019,10:00:19 pm,0,0.347,18.20"
"5/24/2019,11:00:19 pm,0,0.353,18.10"
"5/25/2019,12:00:19 am,0,0.330,17.90"
"5/25/2019,01:00:19 am,0,0.349,17.90"
"5/25/2019,02:00:19 am,0,0.341,18.00"
"5/25/2019,03:00:19 am,0,0.323,18.10"
"5/25/2019,04:00:19 am,0,0.346,18.10"
"5/25/2019,05:00:19 am,0,0.369,18.00"
"5/25/2019,06:00:19 am,0,0.365,18.10"
"5/25/2019,07:00:19 am,0,0.385,18.10"
"5/25/2019,08:00:19 am,0,0.379,18.20"
"5/25/2019,09:00:19 am,0,0.362,18.40"
"5/25/2019,10:00:19 am,0,0.365,18.80"
"5/25/2019,11:00:19 am,0,0.373,19.10"
"5/25/2019,12:00:19 pm,0,0.388,18.90"
"5/25/2019,01:00:19 pm,0,0.347,19.20"
"5/25/2019,02:00:19 pm,0,0.359,20.50"
"5/25/2019,03:00:19 pm,0,0.360,22.00"
"5/25/2019,04:00:19 pm,0,0.366,22.40"
"5/25/2019,05:00:19 pm,0,0.370,22.50"
"5/25/2019,06:00:19 pm,0,0.372,23.00"
"5/25/2019,07:00:19 pm,0,0.366,22.70"
"5/25/2019,08:00:19 pm,0,0.375,22.40"
"5/25/2019,09:00:19 pm,0,0.357,22.00"
"5/25/2019,10:00:19 pm,0,0.355,21.70"
"5/25/2019,11:00:19 pm,0,0.363,21.40"
"5/26/2019,12:00:19 am,0,0.344,21.10"
"5/26/2019,01:00:19 am,0,0.356,20.80"
"5/26/2019,02:00:19 am,0,0.366,20.60"
"5/26/2019,03:00:19 am,0,0.343,20.80"
"5/26/2019,04:00:19 am,0,0.352,20.60"
"5/26/2019,05:00:19 am,0,0.372,20.60"
"5/26/2019,06:00:19 am,0,0.355,20.40"
"5/26/2019,07:00:19 am,0,0.365,20.30"
"5/26/2019,08:00:19 am,0,0.360,20.30"
"5/26/2019,09:00:19 am,0,0.366,20.30"
"5/26/2019,10:00:19 am,0,0.340,20.20"
"5/26/2019,11:00:19 am,0,0.342,20.10"
"5/26/2019,12:00:19 pm,0,0.352,20.20"
"5/26/2019,01:00:19 pm,0,0.368,20.30"
"5/26/2019,02:00:19 pm,0,0.346,21.10"
"5/26/2019,03:00:19 pm,0,0.340,23.10"
"5/26/2019,04:00:19 pm,0,0.351,22.30"
"5/26/2019,05:00:19 pm,0,0.337,23.40"
"5/26/2019,06:00:19 pm,0,0.347,21.00"
"5/26/2019,07:00:19 pm,0,0.330,20.30"
"5/26/2019,08:00:19 pm,0,0.346,20.10"
"5/26/2019,09:00:19 pm,0,0.340,19.90"
"5/26/2019,10:00:19 pm,0,0.345,20.90"
"5/26/2019,11:00:19 pm,0,0.350,20.80"
"5/27/2019,12:00:19 am,0,0.337,20.60"
"5/27/2019,01:00:19 am,0,0.343,20.60"
"5/27/2019,02:00:19 am,0,0.338,20.10"
"5/27/2019,03:00:19 am,0,0.326,19.80"
"5/27/2019,04:00:19 am,0,0.330,19.70"
"5/27/2019,05:00:19 am,0,0.339,19.90"
"5/27/2019,06:00:19 am,0,0.326,19.70"
"5/27/2019,07:00:19 am,0,0.346,19.60"
"5/27/2019,08:00:19 am,0,0.351,19.80"
