"Date,Time,ms,LEVEL,TEMPERATURE"
"5/16/2019,09:00:19 am,0,-0.024,21.40"
"5/16/2019,10:00:19 am,0,-0.018,21.10"
"5/16/2019,11:00:19 am,0,0.013,19.60"
"5/16/2019,12:00:19 pm,0,0.031,19.20"
"5/16/2019,01:00:19 pm,0,-0.020,20.20"
"5/16/2019,02:00:19 pm,0,-0.064,19.90"
"5/16/2019,03:00:19 pm,0,0.025,19.50"
"5/16/2019,04:00:19 pm,0,0.266,16.40"
"5/16/2019,05:00:19 pm,0,0.223,16.80"
"5/16/2019,06:00:19 pm,0,0.227,17.00"
"5/16/2019,07:00:19 pm,0,0.230,17.00"
"5/16/2019,08:00:19 pm,0,0.243,16.90"
"5/16/2019,09:00:19 pm,0,0.235,16.80"
"5/16/2019,10:00:19 pm,0,0.232,16.70"
"5/16/2019,11:00:19 pm,0,0.202,16.70"
"5/17/2019,12:00:19 am,0,0.225,16.80"
"5/17/2019,01:00:19 am,0,0.247,16.80"
"5/17/2019,02:00:19 am,0,0.236,16.70"
"5/17/2019,03:00:19 am,0,0.253,16.80"
"5/17/2019,04:00:19 am,0,0.239,16.70"
"5/17/2019,05:00:19 am,0,0.204,16.70"
"5/17/2019,06:00:19 am,0,0.223,16.50"
"5/17/2019,07:00:19 am,0,0.230,16.10"
"5/17/2019,08:00:19 am,0,0.223,15.80"
"5/17/2019,09:00:19 am,0,0.227,15.40"
"5/17/2019,10:00:19 am,0,0.253,15.60"
"5/17/2019,11:00:19 am,0,0.254,15.60"
"5/17/2019,12:00:19 pm,0,0.215,15.50"
"5/17/2019,01:00:19 pm,0,0.224,15.50"
"5/17/2019,02:00:19 pm,0,0.180,15.40"
"5/17/2019,03:00:19 pm,0,0.197,15.10"
"5/17/2019,04:00:19 pm,0,0.227,15.30"
"5/17/2019,05:00:19 pm,0,0.240,15.50"
"5/17/2019,06:00:19 pm,0,0.212,15.20"
"5/17/2019,07:00:19 pm,0,0.225,15.00"
"5/17/2019,08:00:19 pm,0,0.208,14.70"
"5/17/2019,09:00:19 pm,0,0.211,14.50"
"5/17/2019,10:00:19 pm,0,0.200,14.30"
"5/17/2019,11:00:19 pm,0,0.199,14.20"
"5/18/2019,12:00:19 am,0,0.211,14.00"
"5/18/2019,01:00:19 am,0,0.217,13.80"
"5/18/2019,02:00:19 am,0,0.200,13.70"
"5/18/2019,03:00:19 am,0,0.217,13.60"
"5/18/2019,04:00:19 am,0,0.189,13.40"
"5/18/2019,05:00:19 am,0,0.202,13.20"
"5/18/2019,06:00:19 am,0,0.205,13.20"
"5/18/2019,07:00:19 am,0,0.220,13.50"
"5/18/2019,08:00:19 am,0,0.218,13.50"
"5/18/2019,09:00:19 am,0,0.205,14.10"
"5/18/2019,10:00:19 am,0,0.188,14.70"
"5/18/2019,11:00:19 am,0,0.201,15.60"
"5/18/2019,12:00:19 pm,0,0.224,15.80"
"5/18/2019,01:00:19 pm,0,0.212,16.00"
"5/18/2019,02:00:19 pm,0,0.214,16.50"
"5/18/2019,03:00:19 pm,0,0.198,16.30"
"5/18/2019,04:00:19 pm,0,0.220,16.20"
"5/18/2019,05:00:19 pm,0,0.225,16.30"
"5/18/2019,06:00:19 pm,0,0.262,16.10"
"5/18/2019,07:00:19 pm,0,0.229,16.10"
