Date,Time,ms,LEVEL,TEMPERATURE
5/14/2019,4:00:19 PM,0,0.711,15.6
5/14/2019,5:00:19 PM,0,0.707,15.8
5/14/2019,6:00:19 PM,0,0.702,16.6
5/14/2019,7:00:19 PM,0,0.717,16.7
5/14/2019,8:00:19 PM,0,0.71,16.1
5/14/2019,9:00:19 PM,0,0.711,15.9
5/14/2019,10:00:19 PM,0,0.717,15.4
5/14/2019,11:00:19 PM,0,0.714,15
5/15/2019,12:00:19 AM,0,0.697,14.4
5/15/2019,1:00:19 AM,0,0.698,14.1
5/15/2019,2:00:19 AM,0,0.703,14.1
5/15/2019,3:00:19 AM,0,0.701,14.1
5/15/2019,4:00:19 AM,0,0.698,13.9
5/15/2019,5:00:19 AM,0,0.704,13.9
5/15/2019,6:00:19 AM,0,0.71,13.7
5/15/2019,7:00:19 AM,0,0.718,13.6
5/15/2019,8:00:19 AM,0,0.716,13.5
5/15/2019,9:00:19 AM,0,0.698,13.5
5/15/2019,10:00:19 AM,0,0.71,13.5
5/15/2019,11:00:19 AM,0,0.71,13.7
5/15/2019,12:00:19 PM,0,0.71,14.4
5/15/2019,1:00:19 PM,0,0.693,14.8
5/15/2019,2:00:19 PM,0,0.697,15.3
5/15/2019,3:00:19 PM,0,0.695,16.5
5/15/2019,4:00:19 PM,0,0.695,17.5
5/15/2019,5:00:19 PM,0,0.69,18.7
5/15/2019,6:00:19 PM,0,0.692,19.8
5/15/2019,7:00:19 PM,0,0.698,19.1
5/15/2019,8:00:19 PM,0,0.696,19
5/15/2019,9:00:19 PM,0,0.699,18.7
5/15/2019,10:00:19 PM,0,0.692,18.5
5/15/2019,11:00:19 PM,0,0.685,18.1
5/16/2019,12:00:19 AM,0,0.691,17.8
5/16/2019,1:00:19 AM,0,0.677,17.1
5/16/2019,2:00:19 AM,0,0.681,16.6
5/16/2019,3:00:19 AM,0,0.685,16.4
5/16/2019,4:00:19 AM,0,0.672,16.4
5/16/2019,5:00:19 AM,0,0.676,16.4
5/16/2019,6:00:19 AM,0,0.677,16.4
5/16/2019,7:00:19 AM,0,0.669,16.3
5/16/2019,8:00:19 AM,0,0.667,16.2
5/16/2019,9:00:19 AM,0,0.67,16
5/16/2019,10:00:19 AM,0,0.661,16.1
5/16/2019,11:00:19 AM,0,0.685,16.1
5/16/2019,12:00:19 PM,0,0.727,16
5/16/2019,1:00:19 PM,0,0.647,16
5/16/2019,2:00:19 PM,0,0.609,15.9
5/16/2019,3:00:19 PM,0,0.659,16
5/16/2019,4:00:19 PM,0,0.714,16.2
5/16/2019,5:00:19 PM,0,0.682,16.9
5/16/2019,6:00:19 PM,0,0.68,17.3
5/16/2019,7:00:19 PM,0,0.683,17.7
5/16/2019,8:00:19 PM,0,0.706,18.1
5/16/2019,9:00:19 PM,0,0.7,17.7
5/16/2019,10:00:19 PM,0,0.701,17.4
5/16/2019,11:00:19 PM,0,0.667,17.1
5/17/2019,12:00:19 AM,0,0.681,16.7
5/17/2019,1:00:19 AM,0,0.697,16.4
5/17/2019,2:00:19 AM,0,0.694,16.4
5/17/2019,3:00:19 AM,0,0.718,16.3
5/17/2019,4:00:19 AM,0,0.71,16.2
5/17/2019,5:00:19 AM,0,0.676,16
5/17/2019,6:00:19 AM,0,0.688,15.7
5/17/2019,7:00:19 AM,0,0.685,15.1
5/17/2019,8:00:19 AM,0,0.688,14.9
5/17/2019,9:00:19 AM,0,0.689,14.8
5/17/2019,10:00:19 AM,0,0.688,14.6
5/17/2019,11:00:19 AM,0,0.719,14.5
5/17/2019,12:00:19 PM,0,0.677,14.4
5/17/2019,1:00:19 PM,0,0.681,14.3
5/17/2019,2:00:19 PM,0,0.649,14.4
5/17/2019,3:00:19 PM,0,0.653,14.3
5/17/2019,4:00:19 PM,0,0.669,14.6
5/17/2019,5:00:19 PM,0,0.688,15
5/17/2019,6:00:19 PM,0,0.662,15.3
5/17/2019,7:00:19 PM,0,0.676,15.1
5/17/2019,8:00:19 PM,0,0.661,14.8
5/17/2019,9:00:19 PM,0,0.672,14.7
5/17/2019,10:00:19 PM,0,0.66,14.5
5/17/2019,11:00:19 PM,0,0.652,14.3
5/18/2019,12:00:19 AM,0,0.662,14.1
5/18/2019,1:00:19 AM,0,0.673,14
5/18/2019,2:00:19 AM,0,0.653,13.9
5/18/2019,3:00:19 AM,0,0.675,13.8
5/18/2019,4:00:19 AM,0,0.641,13.7
5/18/2019,5:00:19 AM,0,0.654,13.5
5/18/2019,6:00:19 AM,0,0.653,13.4
5/18/2019,7:00:19 AM,0,0.667,13.4
5/18/2019,8:00:19 AM,0,0.663,13.4
5/18/2019,9:00:19 AM,0,0.646,13.5
5/18/2019,10:00:19 AM,0,0.631,13.7
5/18/2019,11:00:19 AM,0,0.645,13.8
5/18/2019,12:00:19 PM,0,0.673,14.3
5/18/2019,1:00:19 PM,0,0.657,14.9
5/18/2019,2:00:19 PM,0,0.659,15.1
5/18/2019,3:00:19 PM,0,0.626,15
5/18/2019,4:00:19 PM,0,0.6,14.9
5/18/2019,5:00:19 PM,0,0.621,14.9
5/18/2019,6:00:19 PM,0,0.677,15
5/18/2019,7:00:19 PM,0,0.655,15
5/18/2019,8:00:19 PM,0,0.659,15.1
5/18/2019,9:00:19 PM,0,0.648,15.1
5/18/2019,10:00:19 PM,0,0.656,15.1
5/18/2019,11:00:19 PM,0,0.671,14.9
5/19/2019,12:00:19 AM,0,0.652,14.7
5/19/2019,1:00:19 AM,0,0.63,14.5
5/19/2019,2:00:19 AM,0,0.642,14.3
5/19/2019,3:00:19 AM,0,0.634,14.1
5/19/2019,4:00:19 AM,0,0.636,14
5/19/2019,5:00:19 AM,0,0.632,13.9
5/19/2019,6:00:19 AM,0,0.639,13.9
5/19/2019,7:00:19 AM,0,0.634,13.9
5/19/2019,8:00:19 AM,0,0.637,14
5/19/2019,9:00:19 AM,0,0.649,14
5/19/2019,10:00:19 AM,0,0.647,14.1
5/19/2019,11:00:19 AM,0,0.652,14.3
5/19/2019,12:00:19 PM,0,0.637,14.5
5/19/2019,1:00:19 PM,0,0.641,15
5/19/2019,2:00:19 PM,0,0.641,15.6
5/19/2019,3:00:19 PM,0,0.655,16.2
5/19/2019,4:00:19 PM,0,0.66,16.5
5/19/2019,5:00:19 PM,0,0.665,16.7
5/19/2019,6:00:19 PM,0,0.649,16.9
5/19/2019,7:00:19 PM,0,0.653,17.1
5/19/2019,8:00:19 PM,0,0.674,17.1
5/19/2019,9:00:19 PM,0,0.664,16.8
5/19/2019,10:00:19 PM,0,0.669,16.6
5/19/2019,11:00:19 PM,0,0.673,16.3
5/20/2019,12:00:19 AM,0,0.664,15.6
5/20/2019,1:00:19 AM,0,0.652,15.1
5/20/2019,2:00:19 AM,0,0.654,14.8
5/20/2019,3:00:19 AM,0,0.646,14.4
5/20/2019,4:00:19 AM,0,0.646,14
5/20/2019,5:00:19 AM,0,0.647,13.7
5/20/2019,6:00:19 AM,0,0.653,13.5
5/20/2019,7:00:19 AM,0,0.668,13.4
5/20/2019,8:00:19 AM,0,0.663,13.4
5/20/2019,9:00:19 AM,0,0.661,13.3
5/20/2019,10:00:19 AM,0,0.666,13.1
5/20/2019,11:00:19 AM,0,0.651,13.1
5/20/2019,12:00:19 PM,0,0.637,13.2
5/20/2019,1:00:19 PM,0,0.656,13.4
5/20/2019,2:00:19 PM,0,0.638,13.6
5/20/2019,3:00:19 PM,0,0.624,13.8
5/20/2019,4:00:19 PM,0,0.654,13.9
5/20/2019,5:00:19 PM,0,0.631,14
5/20/2019,6:00:19 PM,0,0.632,14.4
5/20/2019,7:00:19 PM,0,0.65,14.6
5/20/2019,8:00:19 PM,0,0.612,14.6
5/20/2019,9:00:19 PM,0,0.607,14.4
5/20/2019,10:00:19 PM,0,0.644,14.2
5/20/2019,11:00:19 PM,0,0.653,14.1
5/21/2019,12:00:19 AM,0,0.632,13.8
5/21/2019,1:00:19 AM,0,0.635,13.7
5/21/2019,2:00:19 AM,0,0.628,13.5
5/21/2019,3:00:19 AM,0,0.635,13.4
5/21/2019,4:00:19 AM,0,0.613,13.3
5/21/2019,5:00:19 AM,0,0.638,13.1
5/21/2019,6:00:19 AM,0,0.629,12.9
5/21/2019,7:00:19 AM,0,0.633,12.8
5/21/2019,8:00:19 AM,0,0.634,12.7
5/21/2019,9:00:19 AM,0,0.624,12.6
5/21/2019,10:00:19 AM,0,0.634,12.6
5/21/2019,11:00:19 AM,0,0.62,12.8
5/21/2019,12:00:19 PM,0,0.618,13.1
5/21/2019,1:00:19 PM,0,0.625,13.3
5/21/2019,2:00:19 PM,0,0.609,13.4
5/21/2019,3:00:19 PM,0,0.613,13.4
5/21/2019,4:00:19 PM,0,0.593,13.4
5/21/2019,5:00:19 PM,0,0.605,13.3
5/21/2019,6:00:19 PM,0,0.598,13.3
5/21/2019,7:00:19 PM,0,0.588,13.3
5/21/2019,8:00:19 PM,0,0.602,13.1
5/21/2019,9:00:19 PM,0,0.605,12.9
5/21/2019,10:00:19 PM,0,0.603,12.9
5/21/2019,11:00:19 PM,0,0.6,12.7
5/22/2019,12:00:19 AM,0,0.588,12.5
5/22/2019,1:00:19 AM,0,0.582,12.4
5/22/2019,2:00:19 AM,0,0.669,12.5
5/22/2019,3:00:19 AM,0,0.586,12.3
5/22/2019,4:00:19 AM,0,0.583,12.1
5/22/2019,5:00:19 AM,0,0.602,12
5/22/2019,6:00:19 AM,0,0.651,12
5/22/2019,7:00:19 AM,0,0.617,12
5/22/2019,8:00:19 AM,0,0.636,11.9
5/22/2019,9:00:19 AM,0,0.632,11.9
5/22/2019,10:00:19 AM,0,0.603,12
5/22/2019,11:00:19 AM,0,0.622,12.1
5/22/2019,12:00:19 PM,0,0.62,12.4
5/22/2019,1:00:19 PM,0,0.632,13
5/22/2019,2:00:19 PM,0,0.622,13.6
5/22/2019,3:00:19 PM,0,0.63,15.1
5/22/2019,4:00:19 PM,0,0.622,16.2
5/22/2019,5:00:19 PM,0,0.633,16.9
5/22/2019,6:00:19 PM,0,0.638,17.3
5/22/2019,7:00:19 PM,0,0.63,17.4
5/22/2019,8:00:19 PM,0,0.63,17.4
5/22/2019,9:00:19 PM,0,0.631,16.8
5/22/2019,10:00:19 PM,0,0.637,16.7
5/22/2019,11:00:19 PM,0,0.635,16.3
5/23/2019,12:00:19 AM,0,0.658,16.3
5/23/2019,1:00:19 AM,0,0.624,16.2
5/23/2019,2:00:19 AM,0,0.61,16.1
5/23/2019,3:00:19 AM,0,0.641,16
5/23/2019,4:00:19 AM,0,0.634,16
5/23/2019,5:00:19 AM,0,0.654,16
5/23/2019,6:00:19 AM,0,0.654,15.9
5/23/2019,7:00:19 AM,0,0.649,15.7
5/23/2019,8:00:19 AM,0,0.632,15.5
5/23/2019,9:00:19 AM,0,0.645,15.2
5/23/2019,10:00:19 AM,0,0.645,15.1
5/23/2019,11:00:19 AM,0,0.638,15.4
