Date,Time,ms,LEVEL,TEMPERATURE
5/15/2019,9:00:19 AM,0,0.149,19.2
5/15/2019,10:00:19 AM,0,0.164,19.3
5/15/2019,11:00:19 AM,0,0.176,23.1
5/15/2019,12:00:19 PM,0,0.204,30
5/15/2019,1:00:19 PM,0,0.519,17.7
5/15/2019,2:00:19 PM,0,0.523,17.7
5/15/2019,3:00:19 PM,0,0.524,18.3
5/15/2019,4:00:19 PM,0,0.521,19.5
5/15/2019,5:00:19 PM,0,0.52,21.8
5/15/2019,6:00:19 PM,0,0.518,22.4
5/15/2019,7:00:19 PM,0,0.524,22.3
5/15/2019,8:00:19 PM,0,0.525,22.1
5/15/2019,9:00:19 PM,0,0.528,21.5
5/15/2019,10:00:19 PM,0,0.518,21.2
5/15/2019,11:00:19 PM,0,0.514,20.9
5/16/2019,12:00:19 AM,0,0.523,20.7
5/16/2019,1:00:19 AM,0,0.51,20.5
5/16/2019,2:00:19 AM,0,0.513,20.1
5/16/2019,3:00:19 AM,0,0.518,19.9
5/16/2019,4:00:19 AM,0,0.508,19.6
5/16/2019,5:00:19 AM,0,0.508,19.4
5/16/2019,6:00:19 AM,0,0.509,19.1
5/16/2019,7:00:19 AM,0,0.504,19
5/16/2019,8:00:19 AM,0,0.505,18.8
5/16/2019,9:00:19 AM,0,0.508,18.9
5/16/2019,10:00:19 AM,0,0.499,18.9
5/16/2019,11:00:19 AM,0,0.52,18.8
5/16/2019,12:00:19 PM,0,0.559,18.8
5/16/2019,1:00:19 PM,0,0.494,18.7
5/16/2019,2:00:19 PM,0,0.441,18.5
5/16/2019,3:00:19 PM,0,0.5,18.6
5/16/2019,4:00:19 PM,0,0.556,19.5
5/16/2019,5:00:19 PM,0,0.517,20.3
5/16/2019,6:00:19 PM,0,0.518,20.6
5/16/2019,7:00:19 PM,0,0.518,20.6
5/16/2019,8:00:19 PM,0,0.541,20.1
5/16/2019,9:00:19 PM,0,0.536,20
5/16/2019,10:00:19 PM,0,0.539,19.9
5/16/2019,11:00:19 PM,0,0.505,19.9
5/17/2019,12:00:19 AM,0,0.522,19.9
5/17/2019,1:00:19 AM,0,0.544,19.8
5/17/2019,2:00:19 AM,0,0.538,19.6
5/17/2019,3:00:19 AM,0,0.553,19.6
5/17/2019,4:00:19 AM,0,0.548,19.3
5/17/2019,5:00:19 AM,0,0.515,19.1
5/17/2019,6:00:19 AM,0,0.532,18.9
5/17/2019,7:00:19 AM,0,0.53,18.7
5/17/2019,8:00:19 AM,0,0.535,18.6
5/17/2019,9:00:19 AM,0,0.527,18.4
5/17/2019,10:00:19 AM,0,0.538,18.3
5/17/2019,11:00:19 AM,0,0.564,18.1
5/17/2019,12:00:19 PM,0,0.521,18
5/17/2019,1:00:19 PM,0,0.528,17.9
5/17/2019,2:00:19 PM,0,0.493,18
5/17/2019,3:00:19 PM,0,0.497,18
5/17/2019,4:00:19 PM,0,0.522,18.3
5/17/2019,5:00:19 PM,0,0.535,18.4
5/17/2019,6:00:19 PM,0,0.506,18.3
5/17/2019,7:00:19 PM,0,0.523,18.2
5/17/2019,8:00:19 PM,0,0.511,18
5/17/2019,9:00:19 PM,0,0.522,17.7
5/17/2019,10:00:19 PM,0,0.51,17.6
5/17/2019,11:00:19 PM,0,0.499,17.3
5/18/2019,12:00:19 AM,0,0.513,17.2
5/18/2019,1:00:19 AM,0,0.527,17
5/18/2019,2:00:19 AM,0,0.506,17
5/18/2019,3:00:19 AM,0,0.529,16.9
5/18/2019,4:00:19 AM,0,0.494,16.7
5/18/2019,5:00:19 AM,0,0.51,16.6
5/18/2019,6:00:19 AM,0,0.506,16.4
5/18/2019,7:00:19 AM,0,0.523,16.4
5/18/2019,8:00:19 AM,0,0.519,16.4
5/18/2019,9:00:19 AM,0,0.502,16.4
5/18/2019,10:00:19 AM,0,0.488,16.5
5/18/2019,11:00:19 AM,0,0.504,16.6
5/18/2019,12:00:19 PM,0,0.53,17
5/18/2019,1:00:19 PM,0,0.516,17.1
5/18/2019,2:00:19 PM,0,0.518,17.1
5/18/2019,3:00:19 PM,0,0.482,17.3
5/18/2019,4:00:19 PM,0,0.469,17.8
5/18/2019,5:00:19 PM,0,0.489,18
5/18/2019,6:00:19 PM,0,0.542,17.9
5/18/2019,7:00:19 PM,0,0.521,17.9
5/18/2019,8:00:19 PM,0,0.521,17.7
5/18/2019,9:00:19 PM,0,0.514,17.5
5/18/2019,10:00:19 PM,0,0.515,17.5
5/18/2019,11:00:19 PM,0,0.533,17.4
5/19/2019,12:00:19 AM,0,0.517,17.2
5/19/2019,1:00:19 AM,0,0.495,17
5/19/2019,2:00:19 AM,0,0.504,16.9
5/19/2019,3:00:19 AM,0,0.505,16.8
5/19/2019,4:00:19 AM,0,0.507,16.6
5/19/2019,5:00:19 AM,0,0.504,16.5
5/19/2019,6:00:19 AM,0,0.507,16.5
5/19/2019,7:00:19 AM,0,0.508,16.5
5/19/2019,8:00:19 AM,0,0.508,16.4
5/19/2019,9:00:19 AM,0,0.523,16.6
5/19/2019,10:00:19 AM,0,0.518,16.7
5/19/2019,11:00:19 AM,0,0.532,16.9
5/19/2019,12:00:19 PM,0,0.517,17.1
5/19/2019,1:00:19 PM,0,0.533,17.7
5/19/2019,2:00:19 PM,0,0.518,18.2
5/19/2019,3:00:19 PM,0,0.532,18.8
5/19/2019,4:00:19 PM,0,0.549,19.1
5/19/2019,5:00:19 PM,0,0.542,19.4
5/19/2019,6:00:19 PM,0,0.529,19.4
5/19/2019,7:00:19 PM,0,0.542,19.2
5/19/2019,8:00:19 PM,0,0.554,18.9
5/19/2019,9:00:19 PM,0,0.538,18.5
5/19/2019,10:00:19 PM,0,0.546,18.2
5/19/2019,11:00:19 PM,0,0.547,18
5/20/2019,12:00:19 AM,0,0.538,17.8
5/20/2019,1:00:19 AM,0,0.529,17.5
5/20/2019,2:00:19 AM,0,0.534,17.3
5/20/2019,3:00:19 AM,0,0.526,17
5/20/2019,4:00:19 AM,0,0.526,16.9
5/20/2019,5:00:19 AM,0,0.524,16.6
5/20/2019,6:00:19 AM,0,0.533,16.3
5/20/2019,7:00:19 AM,0,0.545,16
5/20/2019,8:00:19 AM,0,0.543,15.8
5/20/2019,9:00:19 AM,0,0.538,15.5
5/20/2019,10:00:19 AM,0,0.543,15.5
5/20/2019,11:00:19 AM,0,0.531,15.7
5/20/2019,12:00:19 PM,0,0.514,15.9
5/20/2019,1:00:19 PM,0,0.533,16.1
5/20/2019,2:00:19 PM,0,0.518,16.2
5/20/2019,3:00:19 PM,0,0.504,16.4
5/20/2019,4:00:19 PM,0,0.528,16.4
5/20/2019,5:00:19 PM,0,0.508,16.2
5/20/2019,6:00:19 PM,0,0.515,16.2
5/20/2019,7:00:19 PM,0,0.53,16.2
5/20/2019,8:00:19 PM,0,0.489,16.2
5/20/2019,9:00:19 PM,0,0.484,15.9
5/20/2019,10:00:19 PM,0,0.524,15.7
5/20/2019,11:00:19 PM,0,0.536,15.5
5/21/2019,12:00:19 AM,0,0.515,15.4
5/21/2019,1:00:19 AM,0,0.515,15.2
5/21/2019,2:00:19 AM,0,0.508,15.1
5/21/2019,3:00:19 AM,0,0.515,15
5/21/2019,4:00:19 AM,0,0.49,14.9
5/21/2019,5:00:19 AM,0,0.515,14.8
5/21/2019,6:00:19 AM,0,0.512,14.7
5/21/2019,7:00:19 AM,0,0.51,14.6
5/21/2019,8:00:19 AM,0,0.511,14.4
5/21/2019,9:00:19 AM,0,0.507,14.3
5/21/2019,10:00:19 AM,0,0.514,14.3
5/21/2019,11:00:19 AM,0,0.506,14.4
5/21/2019,12:00:19 PM,0,0.498,14.4
5/21/2019,1:00:19 PM,0,0.508,14.5
5/21/2019,2:00:19 PM,0,0.492,14.5
5/21/2019,3:00:19 PM,0,0.49,14.5
5/21/2019,4:00:19 PM,0,0.476,14.6
5/21/2019,5:00:19 PM,0,0.489,14.6
5/21/2019,6:00:19 PM,0,0.478,14.6
5/21/2019,7:00:19 PM,0,0.471,14.6
5/21/2019,8:00:19 PM,0,0.485,14.4
5/21/2019,9:00:19 PM,0,0.491,14.2
5/21/2019,10:00:19 PM,0,0.483,14.1
5/21/2019,11:00:19 PM,0,0.483,13.9
5/22/2019,12:00:19 AM,0,0.477,13.7
5/22/2019,1:00:19 AM,0,0.483,13.6
5/22/2019,2:00:19 AM,0,0.564,13.5
5/22/2019,3:00:19 AM,0,0.484,13.4
5/22/2019,4:00:19 AM,0,0.472,13.3
5/22/2019,5:00:19 AM,0,0.509,13.2
5/22/2019,6:00:19 AM,0,0.546,13.1
5/22/2019,7:00:19 AM,0,0.515,13.1
5/22/2019,8:00:19 AM,0,0.534,13.1
5/22/2019,9:00:19 AM,0,0.527,13.2
5/22/2019,10:00:19 AM,0,0.498,13.2
5/22/2019,11:00:19 AM,0,0.523,13.6
5/22/2019,12:00:19 PM,0,0.518,14.3
5/22/2019,1:00:19 PM,0,0.533,15.6
5/22/2019,2:00:19 PM,0,0.523,16.7
5/22/2019,3:00:19 PM,0,0.522,17.6
5/22/2019,4:00:19 PM,0,0.529,18.1
5/22/2019,5:00:19 PM,0,0.534,18.5
5/22/2019,6:00:19 PM,0,0.536,18.8
5/22/2019,7:00:19 PM,0,0.531,18.9
5/22/2019,8:00:19 PM,0,0.531,18.7
5/22/2019,9:00:19 PM,0,0.538,18.7
5/22/2019,10:00:19 PM,0,0.535,18.4
5/22/2019,11:00:19 PM,0,0.533,18.3
5/23/2019,12:00:19 AM,0,0.556,18.5
5/23/2019,1:00:19 AM,0,0.525,18.5
5/23/2019,2:00:19 AM,0,0.508,18.5
5/23/2019,3:00:19 AM,0,0.543,18.4
5/23/2019,4:00:19 AM,0,0.538,18.3
5/23/2019,5:00:19 AM,0,0.562,18.2
5/23/2019,6:00:19 AM,0,0.558,18
5/23/2019,7:00:19 AM,0,0.553,17.8
5/23/2019,8:00:19 AM,0,0.539,17.8
5/23/2019,9:00:19 AM,0,0.549,17.7
5/23/2019,10:00:19 AM,0,0.556,17.8
5/23/2019,11:00:19 AM,0,0.549,18.2
5/23/2019,12:00:19 PM,0,0.555,18.8
5/23/2019,1:00:19 PM,0,0.548,19.6
5/23/2019,2:00:19 PM,0,0.546,20.1
5/23/2019,3:00:19 PM,0,0.539,20.6
5/23/2019,4:00:19 PM,0,0.533,21.2
5/23/2019,5:00:19 PM,0,0.54,21.6
5/23/2019,6:00:19 PM,0,0.551,21.9
