"Date,Time,ms,LEVEL,TEMPERATURE"
"5/14/2019,12:11:19 pm,0,0.848,13.50"
"5/14/2019,01:11:19 pm,0,0.845,13.60"
"5/14/2019,02:11:19 pm,0,0.842,13.70"
"5/14/2019,03:11:19 pm,0,0.839,13.90"
"5/14/2019,04:11:19 pm,0,0.840,14.20"
"5/14/2019,05:11:19 pm,0,0.834,14.60"
"5/14/2019,06:11:19 pm,0,0.841,15.00"
"5/14/2019,07:11:19 pm,0,0.837,15.20"
"5/14/2019,08:11:19 pm,0,0.837,15.30"
"5/14/2019,09:11:19 pm,0,0.837,15.30"
"5/14/2019,10:11:19 pm,0,0.834,15.30"
"5/14/2019,11:11:19 pm,0,0.829,15.20"
"5/15/2019,12:11:19 am,0,0.829,15.10"
"5/15/2019,01:11:19 am,0,0.833,15.10"
"5/15/2019,02:11:19 am,0,0.831,15.00"
"5/15/2019,03:11:19 am,0,0.828,15.00"
"5/15/2019,04:11:19 am,0,0.833,14.90"
"5/15/2019,05:11:19 am,0,0.836,14.90"
"5/15/2019,06:11:19 am,0,0.838,14.80"
"5/15/2019,07:11:19 am,0,0.833,14.70"
"5/15/2019,08:11:19 am,0,0.828,14.60"
"5/15/2019,09:11:19 am,0,0.835,14.60"
"5/15/2019,10:11:19 am,0,0.838,14.70"
"5/15/2019,11:11:19 am,0,0.838,14.70"
"5/15/2019,12:11:19 pm,0,0.831,14.80"
"5/15/2019,01:11:19 pm,0,0.834,15.00"
"5/15/2019,02:11:19 pm,0,0.835,15.20"
"5/15/2019,03:11:19 pm,0,0.835,15.40"
"5/15/2019,04:11:19 pm,0,0.834,15.70"
"5/15/2019,05:11:19 pm,0,0.833,16.10"
"5/15/2019,06:11:19 pm,0,0.838,16.50"
"5/15/2019,07:11:19 pm,0,0.834,16.80"
"5/15/2019,08:11:19 pm,0,0.830,16.70"
"5/15/2019,09:11:19 pm,0,0.825,16.40"
"5/15/2019,10:11:19 pm,0,0.823,16.30"
"5/15/2019,11:11:19 pm,0,0.825,16.20"
"5/16/2019,12:11:19 am,0,0.821,16.10"
"5/16/2019,01:11:19 am,0,0.820,16.20"
"5/16/2019,02:11:19 am,0,0.820,16.20"
"5/16/2019,03:11:19 am,0,0.820,16.20"
"5/16/2019,04:11:19 am,0,0.820,16.30"
"5/16/2019,05:11:19 am,0,0.820,16.40"
"5/16/2019,06:11:19 am,0,0.819,16.40"
"5/16/2019,07:11:19 am,0,0.815,16.40"
"5/16/2019,08:11:19 am,0,0.818,16.40"
"5/16/2019,09:11:19 am,0,0.821,16.40"
"5/16/2019,10:11:19 am,0,0.823,16.50"
"5/16/2019,11:11:19 am,0,0.825,16.50"
"5/16/2019,12:11:19 pm,0,0.819,16.50"
"5/16/2019,01:11:19 pm,0,0.802,16.50"
"5/16/2019,02:11:19 pm,0,0.828,16.50"
"5/16/2019,03:11:19 pm,0,0.835,16.40"
"5/16/2019,04:11:19 pm,0,0.828,16.50"
"5/16/2019,05:11:19 pm,0,0.835,16.60"
"5/16/2019,06:11:19 pm,0,0.836,16.80"
"5/16/2019,07:11:19 pm,0,0.841,16.90"
"5/16/2019,08:11:19 pm,0,0.834,17.00"
"5/16/2019,09:11:19 pm,0,0.832,17.00"
"5/16/2019,10:11:19 pm,0,0.827,17.00"
"5/16/2019,11:11:19 pm,0,0.823,16.90"
"5/17/2019,12:11:19 am,0,0.829,16.90"
"5/17/2019,01:11:19 am,0,0.825,16.80"
"5/17/2019,02:11:19 am,0,0.823,16.80"
"5/17/2019,03:11:19 am,0,0.836,16.80"
"5/17/2019,04:11:19 am,0,0.815,16.60"
"5/17/2019,05:11:19 am,0,0.817,16.30"
"5/17/2019,06:11:19 am,0,0.820,16.20"
"5/17/2019,07:11:19 am,0,0.818,16.10"
"5/17/2019,08:11:19 am,0,0.819,16.00"
"5/17/2019,09:11:19 am,0,0.822,16.00"
"5/17/2019,10:11:19 am,0,0.814,15.90"
"5/17/2019,11:11:19 am,0,0.817,15.90"
"5/17/2019,12:11:19 pm,0,0.814,15.80"
"5/17/2019,01:11:19 pm,0,0.813,15.80"
"5/17/2019,02:11:19 pm,0,0.810,15.80"
"5/17/2019,03:11:19 pm,0,0.812,15.90"
"5/17/2019,04:11:19 pm,0,0.813,15.90"
"5/17/2019,05:11:19 pm,0,0.805,15.90"
"5/17/2019,06:11:19 pm,0,0.812,15.90"
